epoch,loss
1,183.56496636198003
2,4.769888803125906
3,4.249171940694318
4,3.906747398960773
5,3.6960323614416812
6,3.5378184159944563
7,3.38267121680195
8,3.2221777876652915
9,3.0612030482135664
10,2.8957745430679935
11,2.7233218602417684
12,2.547655145762003
13,2.37494611555777
14,2.211371283249469
15,2.0577540095403712
16,1.9162181468882933
17,1.7881423395450406
18,1.6731886984569848
19,1.5727014377115418
20,1.4849900362441177
21,1.408683584085961
22,1.3424296877316364
23,1.2842156426216198
24,1.2313998777617685
25,1.1841032032893575
26,1.1420390797913467
27,1.1034810678442406
28,1.0681488361782963
29,1.035280710871771
30,1.0048460564675947
31,0.976340369792162
32,0.9498306628042203
33,0.9249046879993748
34,0.9012973318736454
35,0.8789230403110635
36,0.8572421015743614
37,0.8363337639298081
38,0.816407540851401
39,0.7972631975910596
40,0.7784428242955392
41,0.7595052793285083
42,0.7404990447254445
43,0.7227687217822308
44,0.7052499068731117
45,0.6891081673485098
46,0.6750449322680327
47,0.6622345828036162
48,0.6500021215427713
49,0.6387199559409978
50,0.6277034964029324
51,0.6186125290906838
52,0.6118292908352018
53,0.605107653323618
54,0.598480043708626
55,0.5918477061714768
56,0.5851571021855616
57,0.5784130793866409
58,0.572142611716804
59,0.5677439297228117
60,0.5635824722238564
61,0.5594170886786813
62,0.5562608632008409
63,0.55329015736246
64,0.5502159098479802
65,0.5470419085086653
66,0.5439102633602857
67,0.5406118541803784
68,0.5373012188313914
69,0.533913250264245
70,0.530377354315821
71,0.5267477328024321
72,0.523055291632333
73,0.5192028812645648
74,0.5152373235039603
75,0.5112267770269855
76,0.5070103777533113
77,0.5026646700416665
78,0.4982403670498092
79,0.49366820968040837
80,0.4889403143040374
81,0.4840911543734486
82,0.4791878433404918
83,0.4740092438733291
84,0.46885301848556943
85,0.46352274848282726
86,0.458080704824321
87,0.4526007555202356
88,0.4470261771864999
89,0.4413750451424972
90,0.43548749722241487
91,0.42972122163863014
92,0.4238166347678607
93,0.4178939757383626
94,0.41195843803195686
95,0.40526401591857447
96,0.3985339927551609
97,0.39190229024441897
98,0.3854324364775206
99,0.37830184288132723
100,0.36996130070748945
101,0.3620259888671246
102,0.3544684468917304
103,0.3471408830125518
104,0.33974891977532773
105,0.3323318122034956
106,0.3250571268740403
107,0.31791699613036245
108,0.3108360866618626
109,0.30354606603550094
110,0.2967141230727181
111,0.2897309562657368
112,0.28303858994089887
113,0.27623787276463124
114,0.2697559009669559
115,0.26327221270115336
116,0.2568572436998049
117,0.25083423427297286
118,0.2448554297788225
119,0.2390000283283356
120,0.2333651680393344
121,0.22765436318127627
122,0.22236187214793993
123,0.21722640854915853
124,0.21217287149331937
125,0.20743866233735256
126,0.20259413387243283
127,0.19482747929144914
128,0.1873926472307382
129,0.17937775194471026
130,0.16744792441613998
131,0.15526616313786162
132,0.14671898865073724
133,0.13938130386374797
134,0.13283963109523514
135,0.12692649667929073
136,0.1214241660723801
137,0.11614321152782196
138,0.11147403604548661
139,0.106975676309532
140,0.10270253632035593
141,0.0987513665742982
142,0.09494289800383417
143,0.09132383896607191
144,0.08809096849829849
145,0.08500864172094848
146,0.08185996155965772
147,0.07934176322211321
148,0.07635787223200134
149,0.07387034709026655
150,0.07125248682055484
151,0.06601223314247542
152,0.05412942469880844
153,0.04461849865786878
154,0.03902841662209587
155,0.03547721627928496
156,0.03349322819311979
157,0.031632298409373635
158,0.030577233731529298
159,0.029558100756515906
160,0.02887059998780728
161,0.028424236939487712
162,0.02804369802548014
163,0.027593987577484092
164,0.027509962532867662
165,0.027077847284982883
166,0.027101475054725602
167,0.026867793598786313
168,0.026484999693604086
169,0.02657981136233636
170,0.026606051786581937
171,0.026287143775020786
172,0.026194277632082142
173,0.026036331583871447
174,0.025898668957421763
175,0.025858959781697506
176,0.026099548229090407
177,0.025827980680590907
178,0.02580624097886201
179,0.025591880185251076
180,0.025526173278841546
181,0.02556992623870778
182,0.02558425813750313
183,0.02532142053455397
184,0.025260431264587598
185,0.025303634129230947
186,0.02512259366470345
187,0.025314983094068967
188,0.024964991642568428
189,0.025101034204665106
190,0.024833768336095574
191,0.024694965671093076
192,0.025074329393502136
193,0.024650453998660362
194,0.024701495104510796
195,0.024632441165247685
196,0.02489687461897807
197,0.02474751505908372
198,0.02452498229966383
199,0.02445359840584249
200,0.024617313459396016
201,0.02451123372426788
202,0.024440663970360176
203,0.024636621544454153
204,0.02453541680953087
205,0.02430206831601699
206,0.024348734859390733
207,0.0243561444075861
208,0.02438099711378024
209,0.024207828126108662
210,0.02429883848674688
211,0.024345932678094664
212,0.024146638684692086
213,0.02445282421375738
214,0.024334478099782217
215,0.024410690442760178
216,0.023981238174490646
217,0.02400927752077058
218,0.02398507796950709
219,0.02407237183055375
220,0.02408833166640075
221,0.024117008506447445
222,0.024175493422702747
223,0.0239538482707578
224,0.02398357446978642
